S1;-1;-1
S2;75;32
S3;28694;29816
S4;890;918
S5;1053;1061
S6;11444;11522
S7;162536;163763
S8;66;5
S9;-1;-1
S10;5213;2254
S11;46285;46727
S12;11510;9626
S13;1772;1210
S14;12072;5790
C1;8560;1863
C2;1668;953
C3;2176;477
C4;94863;73094
C5;7935;2216
C6;98843;47547
C7;58073;22151
C8;5035;2208
C9;46344;43265
C10;8627;7418
L1;210474;153907
L2;965618;573282
L3;-1;-1
L4;-1;-1
L5;-1;-1
L6;-1;-1
L7;168618;126285
L8;1096477;302225
CH1;983147;317123
CH2;-1;-1
CH3;111924;92895
CH4;321275;188780
CH5;-1;-1
CH6;8202;10125
CH7;58405;32826
CH8;-1;-1
