S1;11845;8999;2365;141;6
S2;1173;1173;3275;313;1
S3;17302;17302;3850471;1082;2
S4;939;939;63763;2904;0
S5;2367;2483;344988;530;0
S6;6140;6176;1014823;966;11
S7;3913;3913;203803;458;1
S8;15904;3228;405945;1153;1159
S9;8562;6984;105707;225;309
S10;47995;16694;9069101;487;0
S11;5687;5028;46977;205;6
S12;12098;7402;3639737;939;144
S13;3019;2300;238860;539;28
S14;-1;-1;-1;-1;-1
C1;19575;3291;7274912;1180;1000
C2;-1;-1;-1;-1;-1
C3;17556;8026;21714748;2661;9
C4;29043;29371;20264029;2161;50
C5;-1;-1;-1;-1;-1
C6;132322;132322;132999686;12662;148
C7;69959;1053;7543716;23245;134
C8;54682;2759;753308091;31933;1973
C9;-1;-1;-1;-1;-1
C10;18887;18887;1402299;2872;10
L1;117434;117434;217585009;2068975;209287
L2;1150941;1150941;410981583;37992;148
L3;-1;-1;-1;-1;-1
L4;-1;-1;-1;-1;-1
L5;-1;-1;-1;-1;-1
L6;-1;-1;-1;-1;-1
L7;417737;417737;874033381;237416;0
L8;-1;-1;-1;-1;-1
CH1;-1;-1;-1;-1;-1
CH2;-1;-1;-1;-1;-1
CH3;61961;16174;807727898;1098172;0
CH4;-1;-1;-1;-1;-1
CH5;-1;-1;-1;-1;-1
CH6;14769;14769;27683;587;0
CH7;254479;254479;1642525;1179671;0
CH8;-1;-1;-1;-1;-1
