S1;7126;3170;11827;160;85
S2;47;47;682;3;1
S3;1402;1402;758777;95;2
S4;21;21;3318;5;1
S5;38;32;54149;5;2
S6;92;80;211526;11;11
S7;189;189;49551;5;1
S8;61;22;171336;34;1159
S9;4399;2522;62316;154;309
S10;2806;563;927162;45;9054
S11;56;56;44177;124;6
S12;1571;1571;287823;773;144
S13;607;554;72798;15;28
S14;6355;1482;173735;980;1620
C1;6452;150;9958815;43;1000
C2;4357;4357;896486;9;0
C3;7643;502;4459495;130;9
C4;7855;2949;23451377;438;50
C5;6348;4190;6797315;59;0
C6;42999;42999;2539045;782;148
C7;36566;129;204623;257;134
C8;3257;663;1671846;1018;1973
C9;8905;8905;11282475;32;0
C10;1509;1509;178224;11;10
L1;67534;1048;10126754;3538;209287
L2;405115;405115;12212860;96;148
L3;-1;-1;-1;-1;-1
L4;965063;965063;157998357;1021;0
L5;-1;-1;-1;-1;-1
L6;-1;-1;-1;-1;-1
L7;71687;71687;169022110;872;0
L8;848042;848042;13262010;5367;0
CH1;830715;830715;13659031;2503;0
CH2;-1;-1;-1;-1;-1
CH3;8514;8514;1764087;131;0
CH4;114982;114982;340740688;7644;0
CH5;1175867;1175867;304839600;20728;0
CH6;226;226;8628;3;0
CH7;21824;21824;864087;2341;0
CH8;-1;-1;-1;-1;-1
