S1;4941;3760;13566;82;85
S2;61;44;595;4;1
S3;4305;1517;859048;110;2
S4;40;25;3411;5;1
S5;75;32;53137;7;2
S6;289;103;203567;15;11
S7;474;181;51308;6;1
S8;94;23;199901;37;1159
S9;1511;880;54864;52;309
S10;3432;606;809549;46;9054
S11;104;63;49183;129;6
S12;3343;3343;296736;1019;144
S13;1382;920;77918;73;28
S14;9312;4109;208279;2012;1620
C1;6224;156;8548179;38;1000
C2;467;467;895880;9;0
C3;1526;565;4985597;146;9
C4;23781;702;23307203;479;50
C5;6828;4034;8265309;77;0
C6;53969;53969;2779242;833;148
C7;42259;135;193089;269;134
C8;3940;695;1958461;1078;1973
C9;9773;9773;12505214;34;0
C10;2042;2042;196864;16;10
L1;60861;1259;9958551;3408;209287
L2;427512;427512;12129271;94;148
L3;-1;-1;-1;-1;-1
L4;1042864;1042864;242148370;1129;0
L5;-1;-1;-1;-1;-1
L6;-1;-1;-1;-1;-1
L7;94317;94317;295608197;1080;0
L8;967922;967922;37115651;7494;0
CH1;930399;930399;14207263;2887;0
CH2;-1;-1;-1;-1;-1
CH3;8491;8491;1898399;145;0
CH4;241835;241835;783021444;10192;0
CH5;-1;-1;-1;-1;-1
CH6;240;240;9865;4;0
CH7;46834;46834;1012064;4749;0
CH8;-1;-1;-1;-1;-1
