S1;4563;3730;12779;73;85
S2;52;42;666;4;1
S3;617;617;829485;24;2
S4;11;11;3471;6;1
S5;42;36;50127;5;2
S6;66;66;196144;10;11
S7;121;121;46017;5;1
S8;60;22;177870;33;1159
S9;1686;866;64937;54;309
S10;1055;569;790970;36;9054
S11;64;56;42216;109;6
S12;937;937;336369;253;144
S13;187;204;62495;9;28
S14;3623;1637;181101;628;1620
C1;6523;158;8820178;39;1000
C2;3106;3106;956840;7;0
C3;6984;550;4696535;112;9
C4;7611;2388;23299063;380;50
C5;5916;3674;6785780;57;0
C6;43153;43153;2449705;719;148
C7;33630;137;179430;227;134
C8;1992;414;1886853;903;1973
C9;9573;9573;12084046;33;0
C10;1127;1127;194148;10;10
L1;55553;881;8485031;2710;209287
L2;300688;300688;12991231;88;148
L3;-1;-1;-1;-1;-1
L4;819449;819449;146994661;839;0
L5;-1;-1;-1;-1;-1
L6;-1;-1;-1;-1;-1
L7;73294;73294;177809886;930;0
L8;922982;922982;15408375;5926;0
CH1;631062;631062;12039046;1652;0
CH2;-1;-1;-1;-1;-1
CH3;6074;6074;1585179;122;0
CH4;102469;102469;328927696;6805;0
CH5;994860;994860;324208479;14740;0
CH6;210;210;8028;3;0
CH7;18421;18421;931892;2470;0
CH8;-1;-1;-1;-1;-1
